,Name,Speech recognition pscore norm,Speech recognition year norm,Speech recognition year combined norm
0,Stanford University,26.758016644,0.644444615715,50815.3157857
1,University of California-Berkeley,53.3003762172,0.0925028576136,2003.16573324
2,Massachusetts Institute of Technology,126.425004818,9.18352577078,2141020.46313
3,Carnegie Mellon University,386.18556014,41.478384465,21446127.3762
4,University of Illinois at Urbana-Champaign,87.7583741058,8.88980232614,3164358.09259
5,Princeton University,12.3309831498,0.0380990576561,680.721195312
6,Cornell University,33.8793657764,0.0320667055085,3597.48734142
7,University of California-Santa Barbara,37.0524510177,0.539045152319,73745.8685936
8,University of North Carolina at Chapel Hill,0.454264072407,0.0,0.0
9,University of California-Los Angeles,12.1042117539,0.000868221827791,0.856066722202
