,Name,Database pscore norm,Database year norm,Database year combined norm
0,Stanford University,272.270578016,26.718678056,4062860.82442
1,University of California-Berkeley,168.002740462,9.69651182988,1096235.24954
2,Massachusetts Institute of Technology,195.636169752,20.1571023798,3356398.37777
3,Carnegie Mellon University,226.484724292,8.18122102831,984899.739422
4,University of Illinois at Urbana-Champaign,313.714155005,22.0411150735,3293047.86501
5,Princeton University,33.9757806252,0.0504874654259,319.253086516
6,Cornell University,136.199480273,10.3413297732,1237832.84302
7,University of California-Santa Barbara,166.612421354,13.3236003528,1549414.94853
8,University of North Carolina at Chapel Hill,3.11511450382,0.0,0.0
9,University of California-Los Angeles,166.089729391,10.0732253518,692091.635452
10,University of Texas at Austin,85.4720525869,1.62783826023,33085.6266272
11,Georgia Institute of Technology,204.256335441,4.82578035498,307621.255775
12,Michigan State University,50.1952784846,0.509811811873,10702.4651725
13,University of Maryland College Park,22.5040597359,0.125255333657,1418.16348356
14,University of California-San Diego,98.1656528726,10.0009679788,583671.919044
15,University of Michigan-Ann Arbor,8.00472727866,0.0434423625902,198.158454208
16,University of Southern California,151.724161657,4.18433627331,187540.570624
17,University of Pennsylvania,94.7664619086,8.36709526667,405708.290337
18,University of Massachusetts Amherst,170.597824502,17.0242624054,765733.901101
19,University of Wisconsin-Madison,201.277979136,40.6396075562,5330279.47497
20,Harvard University,43.9944820065,5.75407986838,221140.731721
21,University of Rochester,20.7102551364,0.027175249341,135.636416206
22,University of Washington,130.457469485,15.5782320134,1576091.36302
23,Purdue University Main Campus,219.135519773,13.1266877093,933668.586232
24,Duke University,110.805486517,18.9108619073,1339242.66267
25,New York University,101.571707561,5.76328533861,425023.959079
26,Tufts University,8.02143220647,0.0331022435038,159.945729834
27,State University of New York at Stony Brook,24.923418151,0.299072617408,4088.97708482
28,Louisiana State University and Agricultural and Mechanical College,19.8795577366,0.385316989573,6563.38609585
29,University of California-Riverside,103.343369641,9.1034261718,391638.716224
30,Penn State University,0.681679389313,0.0,0.0
31,University of Minnesota-Twin Cities,4.27663273961,0.0169467950708,184.109981649
32,Brown University,79.7330093682,11.2934309959,883902.059456
33,Rice University,48.9460961789,4.67700711281,142427.156314
34,University of California-Irvine,191.024160447,16.6916667848,2153125.91595
35,Ohio State University Main Campus,8.44806615776,0.132659383466,648.04108823
36,Yale University,49.3777552415,2.57169229408,191635.481956
37,Arizona State University,128.421166027,9.53734501141,453503.507731
38,University of Nebraska - Lincoln,1.65670059372,0.0,0.0
39,Columbia University In The City of New York,3.108057676,0.00477729097002,19.8039737296
40,University of Connecticut,20.2524173028,0.0385191751108,248.248670298
41,University of California-Davis,41.5925017101,1.07481848301,13986.8763725
42,State University of New York at Buffalo,4.32529262087,0.0552324116258,242.515720877
43,Texas A & M University,2.82075487701,0.0,0.0
44,University of Oklahoma Norman Campus,20.3847278352,0.443486202897,11471.4359649
45,University of Pittsburgh Pittsburgh Campus,3.74478371501,0.0,0.0
46,University of Utah,20.5691603053,0.609881613997,5976.38041079
47,University of California-Santa Cruz,120.018910699,16.2065197081,883074.476296
48,Indiana University at Bloomington,10.9135001414,0.0435304151327,188.669021384
49,University of Virginia,39.5195910578,0.289855668205,3915.3337931
50,University of South Florida,18.0831830849,0.865557874016,16515.726905
51,University of Arizona,82.5281941495,6.96810600692,576140.55914
52,Virginia Polytechnic Institute and State University,4.91877862595,0.0194193711872,53.0343027121
53,University of Chicago,63.3044221695,10.6495350084,1604503.09489
54,Washington University In St. Louis,3.37818258925,0.0125036991906,29.521233789
55,Georgia State University,11.8293977947,0.0546876166457,399.76647768
56,North Carolina State University,55.796969697,1.8141216635,34551.4272519
57,University of Tennessee,19.641248031,0.0430015664873,164.10119175
58,Johns Hopkins University,20.6113096403,1.03157919879,17444.5543982
59,Vanderbilt University,15.2533017364,0.10045666311,871.78176891
60,Florida Institute of Technology,5.88404580153,0.0128995516782,78.2486804798
61,University of Colorado at Boulder,25.3136132316,0.836724431436,22067.0767329
62,Lehigh University,9.99240882103,0.0146895630959,153.696898672
