1678-5177	Psicologia USP (Online)	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1984-3054	Psychology & Neuroscience (Impresso)	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0034-8244	Revista de Filosofia (Madrid)	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0870-5283	Revista Portuguesa de Filosofia	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1984-6746	Revista Veritas	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1144-0821	Rue Descartes	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1678-3166	Scientiae Studia (USP)	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1747-0919	Social Neuroscience	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0039-3681	Studies in History and Philosophy of Science	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0042-3955	Veritas (Porto Alegre. Impresso)	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1868-7431	Wittgenstein-Studien	A2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0353-5150	Acta Analytica	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1895-6572	Acta Geophysica (Druk)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0003-3790	Annals of Science	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1984-4921	Antares: Letras e Humanidades	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2155-9708	APA Newsletters (Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
	Archive of the History of Philosophy and Social Thought	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0004-282X	Arquivos de Neuro-Psiquiatria (Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1809-8274	Artefilosofia (UFOP)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0068-4023	Bulletin de Philosophie Médiévale	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1983-8239	Caderno CRH (Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0101-3424	Cadernos de História e Filosofia da Ciência (UNICAMP)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2316-8242	Cadernos Nietzsche	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1413-7755	Cadernos Nietzsche	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
9782-2965	Cahiers de Philosophie du Language	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1983-778X	Caminhos (Goiânia. Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1519-6089	Civitas: Revista de Ciências Sociais (Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0103-4316	Classica (Sao Paulo)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1809-8428	Cognitio-Estudos (PUC-SP. Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1518-7187	Cognitio (PUCSP)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1980-332X	Conexão Letras	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1740-9292	Contemporary French and Francophone Studies (Print)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1572-3429	Contemporary Pragmatism	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1715-0868	Contributions to Discrete Mathematics	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1333-1108	Croatian Journal of Philosophy	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0870-4546	Cultura (Lisboa)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1130-0507	Daímon. Revista de Filosofía de la Universidad de Murcia	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0325-576X	Dike	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0103-328X	Discurso - Departamento de Filosofia da FFLCH DA USP	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0873-626X	Disputatio (Lisboa)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1413-9448	Dissertatio (UFPel)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1807-3883	Dois Pontos (UFPR)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1982-596X	Educação e Filosofia (Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0102-6801	Educação e Filosofia (UFU. Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0101-9031	Educação (UFSM)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0798-4324	Episteme NS	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1578-6676	Estudios Nietzsche	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1677-2954	Ethic@ (UFSC)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1982-6850	Eutomia (Recife)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1984-8234	Filosofia Unisinos	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1519-5023	Filosofia Unisinos (Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1984-0292	Fractal: Revista de Psicologia	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1662-5161	Frontiers in Human Neuroscience	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0073-1579	Hegel-Jahrbuch	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2176-4352	História & Perspectivas (Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0891-2963	Historical Biology (Print)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1413-9138	Hypnos (PUCSP)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2177-5346	Hypnos. Revista do Centro de Estudos da Antiguidade	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1532-7590	International Journal of Human-Computer Interaction (Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2221-0989	International Journal of Humanities and Social Science	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1793-8430	International Journal of Machine Consciousness	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1981-9498	Journal of Ancient Philosophy (UNICAMP. English ed.)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1355-8250	Journal of Consciousness Studies	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0915-5309	Journal of Oriental Studies	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1053-8364	Journal of Philosophical Research	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1958-9247	Les Dossiers du Grihl	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0210-587X	L´espill	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1661-8297	Logica Universalis (Print)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0102-6445	Lua Nova (Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1965-2348	Nouveau Bulletin de la Société Internationale des Amis de Montaigne	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1980-5403	Novos estudos CEBRAP (Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2175-0491	Novos Estudos Jurídicos (Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0104-6675	O Que nos Faz Pensar (PUCRJ)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1982-8837	Pandaemonium Germanicum (Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0325-2280	Patristica et Mediaevalia	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0872-4784	Philosophica (Lisboa)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2036-4989	Philosophical Readings - A Four-Monthly Online Philosophical Journal	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1255-183X	Philosophie - Université de Paris I, Panthéon-Sorbonne	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1338-2799	Pragmatism Today	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1983-2109	Principios	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0104-8694	Princípios (UFRN. Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0301-0082	Progress in Neurobiology	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0102-7972	Psicologia: Reflexão e Crítica (UFRGS. Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1767-0543	Raison Publique	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2179-4960	Revista ARCHAI. As origens do pensamento ocidental	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1984-249X	Revista Archai: Revista de Estudos sobre as Origens do Pensamento Ocidental	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1413-6538	Revista Brasileira de Educação Especial	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1982-7830	Revista da ANPOLL (Online)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1981-9471	Revista de Filosofia Antiga (USP. Ed. português)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1980-5934	Revista de Filosofia Aurora	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0104-4443	Revista de Filosofia: Aurora (PUCPR. Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1983-8891	Revista Dissertatio de Filosofia	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0872-0851	Revista Filosófica de Coimbra	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0325-0725	Revista Latinoamericana de Filosofía	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1679-8775	Revista Sul-Americana de Filosofia e Educação	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2039-4667	Rivista Internazionale di Filosofia e Psicologia	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0316-5345	Science & Esprit	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1516-4039	Scripta (PUCMG)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0103-4332	Sintese (Belo Horizonte. 1974)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2176-9389	SÍNTESE - REVISTA DE FILOSOFIA	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0916-6475	Studia Kantiana	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1518-403X	Studia Kantiana (Rio de Janeiro)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0039-3207	Studia Liturgica	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1724-1812	Studi Kantiani	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0103-2070	Tempo Social (USP. Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
9784-8859	The Journal of Oriental Studies	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0026-8402	The Modern Schoolman	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1755-0203	The Review of Symbolic Logic	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0103-1147	Transformação	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0101-3173	Trans/Form/Ação (UNESP. Marília. Impresso)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1980-539X	Trans/form/ação (UNESP. Marília. On line)	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2237-6089	Trends in Psychiatry and Psychotherapy	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1882-742X	University of Tokio Center of Philosophy Booklet	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0718-9273	Veritas	B1	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0188-8145	Acta Comportamentalia	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1982-5323	Anais de Filosofia Clássica (Online)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0718-9788	Aporía Revista Internacional de Investigaciones Filosóficas	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1016-913X	Areté (Lima)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1676-3742	Atualidade Teológica (PUCRJ)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1122-1151	Axiomathes (Padova)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1677-2334	Caderno Brasileiro de Ensino de Física	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1517-0128	Cadernos de Ética e Filosofia Política (USP)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1413-7860	Cadernos de Filosofia Alemã	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0104-1886	Cadernos do IL (UFRGS)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1413-6651	Cadernos Espinosanos (USP)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1886-4945	Cauriensia: revista anual de ciencias eclesiasticas	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0104-3927	Cerrados (UnB. Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1519-9681	CLE e-Prints (Online)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1415-2681	Concinnitas (Rio de Janeiro. Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1678-7145	Confluências (Niterói)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1806-0269	Contemporanea (Salvador. Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1833-878X	Crossroads (St. Lucia, Qld.)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1665-3319	Devenires	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1870-4913	Diánoa (UNAM, México)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0124-6127	Discusiones Filosoficas	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1519-3322	Educação em Foco (Belo Horizonte. 1996)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1133-5351	Endoxa	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1982-4718	Estudos de Sociologia	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1414-0144	Estudos de Sociologia (São Paulo)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0104-4249	Estudos em Design (Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1676-3041	Estudos e Pesquisas em Psicologia (UERJ. Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0101-3130	Estudos Teológicos	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2156-7808	Études Ricoeuriennes / Ricoeur Studies	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1661-5719	Flusser Studies	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0945-9790	GNOMON. Kritische Zeitschrift für die gesamte Klassische Altertumswissenschaft	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1413-9073	Gragoatá (UFF)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2175-5841	Horizonte: Revista de Estudos de Teologia e Ciências da Religião (Online)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0020-7748	International Journal of Theoretical Physics	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1677-1621	Kant e-Prints (Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1677-163X	Kant e-Prints (Online)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2074-1472	Logical Investigations	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1661-8300	Logica Universalis (Online)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1517-2430	Natureza Humana	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2175-2834	Natureza Humana (Online)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0035-9149	Notes and Records of the Royal Society of London	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0101-3300	Novos Estudos CEBRAP (Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0103-863X	Paidéia (USP. Ribeirao Preto. Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0031-1049	Papéis Avulsos de Zoologia (USP.Museu de Zoologia. Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0718-6770	Paralaje	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1981-5344	Perspectivas em Ciência da Informação (Online)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0103-7331	Physis (UERJ. Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2236-8612	Problemata	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1516-9219	Problemata - Revista Internacional de Filosofia	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0102-3772	Psicologia: Teoria e Pesquisa (UnB. Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0771-5862	Psychoanalystische Perspectieven	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1130-6149	Recerca: revista de pensament i analisi	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2175-876X	Revista da Católica	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2258-014X	Revista de Estudios sobre Fichte / Revista de Estudos sobre Fichte	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0185-3481	Revista de Filosofía (Universidad Iberoamericana, México)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1560-909X	Revista de Investigación en Psicología (Impresa)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2316-4786	Revista Ek-stasis	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1133-0902	Revista Española de Filosofía Medieval	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1414-4980	Revista Katálysis (Impresso)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0874-9493	Revista Phainomenon	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1982-2928	Revista Philósophos	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
0872-5675	Românica (Lisboa)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
2102-5819	Rue Descartes (Online)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1634-3298	Savoirs et Clinique	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
1516-6295	Signum (São Paulo)	B2	FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA	Atualizado
