,Name,Information retrieval pscore,Information retrieval year,Information retrieval year combined,year ndcg pos,year score&ndcg,year combined&ndcg
166,Chulalongkorn University,2966.5,0.0,0.0,0.0,0.0,0.0
167,University of Pittsburgh,45980.8722222,126.887343089,1394422.71118,0.347222071096,44.0580860631,484174.34176
168,University of Michigan,156539.636086,1298.73585138,29260209.3291,0.760933268701,988.251316573,22265066.7276
169,IIT Madras,31457.85,555.117868925,3819402.59156,0.613704578909,340.678377993,2343984.85913
170,City University of New York,,,,0.0,,
171,University of British Columbia,65167.1203081,100.820791177,1372484.16157,0.458394572857,46.2157035069,629139.290998
172,Queen’s University,31017.8595238,16.9886739043,79894.9279443,0.215192956345,3.65584296186,17192.8257413
173,Virginia Commonwealth University,7783.5,0.0,0.0,0.0,0.0,0.0
174,Polytechnic University of Catalonia,16834.9833333,0.0,0.0,0.0,0.0,0.0
175,Emory University,78959.4666667,10868.0108361,737561250.122,0.418580064441,4549.1326761,308728435.605
176,Ecole Normale Superieure de Cachan,13760.8055764,9.42231108877,105134.147129,0.109537627231,1.0320975997,11516.1450175
177,Georgetown University,104139.266667,7040.71401915,393899793.156,0.873742499829,6151.77106767,344166989.954
178,Binghamton University,34897.8833333,295.509866089,5076551.59408,0.280598856856,82.919730614,1424474.57407
179,University of Otago,29411.7,4063.97619065,113727827.225,0.445475593527,1810.40220561,50662971.3336
180,VU Amsterdam,228677.166667,26201.1678326,4940910091.07,1.10345147766,28911.7173613,5452054540.97
181,McMaster University,8696.95,0.0,0.0,0.0,0.0,0.0
182,Monash University,70878.85,3436.4332481,66477344.8014,0.553717125846,1902.8119413,36809644.2973
183,Tel Aviv University,41371.1404762,13.2509883659,42787.4414336,0.111535139398,1.47795083455,4772.30324476
184,Boise State University,7751.93333333,42.5419770673,285243.956237,0.127158739837,5.40958419407,36271.2620212
185,Drexel University,18270.5201715,0.0,0.0,0.0,0.0,0.0
186,Boston College,7894.25,8.60358051088,15856.3988815,0.107483186359,0.924740247406,1704.29627597
187,University of Bristol,17784.0666667,30.1763333934,41703.6927496,0.117160836162,3.53548445268,4886.0395136
188,University of Kent,8101.34871795,0.0,0.0,0.0,0.0,0.0
189,Politecnico di Milano,76037.7888182,119.902095652,809513.959969,0.995507575856,119.363444583,805877.27991
190,Australian National University,88228.125,305.596935917,1239297.34541,0.477980297206,146.069314255,592359.713486
191,Toyota Technological Institute at Chicago,9619.71666667,0.0,0.0,0.0,0.0,0.0
192,Technion-Israel Institute of Technology,86761.2285714,190.264658467,1242256.74645,0.805810032245,153.317170574,1001022.94891
193,TU Delft,117219.825,6293.20895478,194386404.069,1.1650954018,7332.18881577,226478705.553
194,University of Minnesota,119355.389286,382.646202313,5117489.41079,0.954648550544,365.292642409,4885403.84844
195,New Mexico State University,11740.5833333,0.0,0.0,0.0,0.0,0.0
196,Pennsylvania State University,157001.731602,1690.4192645,117409403.488,0.561392171816,948.98814218,65912720.0158
197,TU Dresden,36885.75,0.0,0.0,0.0,0.0,0.0
198,University of Salerno,25066.0166667,0.0,0.0,0.0,0.0,0.0
199,Washington University in St. Louis,24552.1833333,0.0,0.0,0.0,0.0,0.0
200,McGill University,31108.0999084,29.7136944042,56841.115016,0.224170417911,6.66093129229,12742.0965077
201,Naval Postgraduate School,16427.6666667,31.2553872763,144212.356893,0.114890978693,3.5909620336,16568.698823
202,University of Edinburgh,115529.290079,396.684551674,3637366.15035,0.834744938798,331.130421809,3036272.98456
203,RWTH Aachen,61803.8166667,27.2560012534,450789.05973,0.219261450638,5.97619037342,98840.6631684
204,University of Bath,10497.7666667,35.0111830205,96700.8875025,0.116585053639,4.0817806504,11273.8781564
205,IIT Kharagpur,32613.9166667,281.700022487,2575917.62158,0.497944824397,140.27106823,1282664.84774
206,University of Melbourne,228754.666667,17483.5205737,1222790640.77,1.8320174123,32030.1141193,2240173745.49
207,IMDEA Software Institute,1679.23205128,0.0,0.0,0.0,0.0,0.0
208,University of Sydney,44337.8833333,236.66427972,1947818.85668,0.80268758348,189.967478785,1563490.01113
209,University of North Carolina,27058.0990196,10.5176856297,14385.6264353,0.213772488516,2.24839183048,3075.25116194
210,IIIT Delhi,8256.875,0.0,0.0,0.0,0.0,0.0
211,University of Nevada,4652.76666667,0.0,0.0,0.0,0.0,0.0
212,Concordia University,33858.4,180.085978801,1371692.70378,0.263216941605,47.4016805658,361052.758309
213,IISc Bangalore,28354.45,278.209673277,1957948.76165,0.275751411696,76.7167101535,539907.135053
214,Rochester Institute of Technology,20870.3928571,140.033198464,606763.848943,0.133478324674,18.6913967296,80989.8220296
215,DIKU,30811.8166667,3531.32854429,59177532.0594,0.418210196699,1476.83760512,24748647.3228
216,Chulalongkorn Uniersity,52.0,0.0,0.0,0.0,0.0,0.0
217,Worcester Polytechnic Institute,64158.0388889,139.259488359,1022789.13845,0.253970738963,35.367835166,259758.513294
218,IST Austria,7789.73935574,0.0,0.0,0.0,0.0,0.0
219,University College London,158569.383333,10215.6679467,455388718.743,1.11174003736,11357.1670647,506273871.19
220,Columbia University,139251.141667,571.757078592,10673517.3159,0.758234456629,433.52591781,8093028.60233
221,Massey University,5575.02447552,0.0,0.0,0.0,0.0,0.0
222,University of Miami,14723.9166667,144.637012307,2957248.35363,0.141737770124,20.5005276017,419153.787345
223,IIT Roorkee,3468.91666667,0.0,0.0,0.0,0.0,0.0
224,University of Tartu,10586.25,0.0,0.0,0.0,0.0,0.0
225,University of Victoria,20069.8153846,27.5573011444,133047.694134,0.222896152994,6.14241641199,29655.8191871
226,Carleton University,29436.85,5.445625476,43935.3063403,0.106373026777,0.579267664574,4673.53151778
227,Athens University of Economics and Business,52703.4333333,748.756060528,7932559.18258,0.755388952868,565.602056516,5992167.57449
228,Texas A&M University,100894.106203,1910.68414311,52902107.7642,0.69436120856,1326.70495078,36733171.4826
229,EPFL,91817.6826331,214.943536343,6991898.2937,0.138895209685,29.8546275508,971141.179601
230,Bar-Ilan University,86706.7083333,1815.27053335,34647563.3538,1.27903254001,2321.79008108,44315360.9616
231,University of Maryland-College Park,120412.956297,166.500883532,2442886.97847,0.689207654113,114.753683347,1683656.40369
232,IIT Kanpur,15213.7166667,6.60593601596,5231.90132464,0.106616873834,0.704304246767,557.808963439
233,University of Adelaide,35302.4166667,119.352564531,1755805.72942,0.242701800351,28.9670822882,426137.211598
234,University of Warsaw,18237.1666667,82.9113723713,167855.539472,0.46967439263,38.9413484606,78837.4485513
235,Stony Brook University,64492.6333333,817.816428393,7254498.27953,0.507218593653,414.811698676,3679616.415
236,University of Notre Dame,43153.4833333,240.441823085,2492120.23977,0.390812059119,93.967563978,973950.642477
237,University of Western Australia,9544.25,0.0,0.0,0.0,0.0,0.0
238,IIT Hyderabad,3121.61666667,0.0,0.0,0.0,0.0,0.0
239,IIT Bombay,60550.5659664,722.91529998,10313388.9941,0.635393281572,459.335524753,6553058.07707
240,IIIT Hyderabad,58484.75,1925.69724167,55783597.6968,0.189200359517,364.342610445,10554276.7394
241,University of Maryland-Baltimore County,52205.1108003,30.1576878935,405829.641614,0.225737203652,6.8077121337,91610.848457
242,University of New South Wales,,,,0.0,,
243,University of Alberta,130961.040385,332.294250647,3386797.26281,0.734757129296,244.155569687,2488473.43433
244,Aarhus University,23416.15,0.0,0.0,0.0,0.0,0.0
245,University of Zurich,20295.902381,0.0,0.0,0.0,0.0,0.0
246,Max Planck Institute,111381.1894,1923.57833127,151840729.04,0.676452692836,1301.20974207,102713070.041
247,TU Darmstadt,42308.05,82.5615219138,1133239.44979,0.127563975505,10.531875959,144560.529414
248,University of Athens,52295.5477333,152.501726981,1844693.16383,0.466197576387,71.0959355132,859991.482156
249,Stevens Institute of Technology,9480.65416667,0.0,0.0,0.0,0.0,0.0
250,University of Calgary,33065.7916667,0.0,0.0,0.0,0.0,0.0
251,University of Massachusetts Lowell,15560.2666667,0.0,0.0,0.0,0.0,0.0
252,Rutgers University,62538.529902,260.711650246,2236416.85364,0.476390879405,124.200652332,1065408.59162
253,Ecole Normale Superieure de Lyon,15752.6333333,0.0,0.0,0.0,0.0,0.0
254,Colorado State University,11278.9833333,0.0,0.0,0.0,0.0,0.0
255,IIT Delhi,22545.1833333,335.274658406,2489881.04773,0.505504762036,169.482936414,1258646.72653
256,BITS Pilani,4086.0,0.0,0.0,0.0,0.0,0.0
257,University of Auckland,24024.1666667,37.7440886606,158226.390165,0.232770349952,8.78570472617,36830.4122103
258,National University of Singapore,324187.165966,5331.92869388,310931357.273,1.93516014025,10318.1358791,601701968.948
259,University of Canterbury,9791.16666667,0.0,0.0,0.0,0.0,0.0
260,Chennai Mathematical Institute,,,,0.0,,
261,University of Montreal,108423.958333,7798.21256145,651326352.311,0.587288446095,4579.80013754,382516441.349
262,George Mason University,52897.5166667,51.3068842875,221294.819213,0.229386783059,11.7691211355,50762.1066868
263,University of Luxembourg,15365.6666667,0.0,0.0,0.0,0.0,0.0
264,Hebrew University of Jerusalem,68983.3805556,237.013796241,1868133.47191,0.823206758437,195.111358908,1537860.09974
265,Simon Fraser University,120201.792424,940.653160895,25125540.309,0.89408865808,841.027322343,22464460.6184
266,Indiana University,51103.0944444,66.3520780261,282767.731271,0.451181553288,29.9368336277,127579.584215
267,University of Toronto,107236.641142,152.846735902,2170831.27413,0.784209253276,119.863824628,1702385.97247
268,University at Buffalo,83854.9237179,706.282254697,13165175.2311,0.706954087494,499.309126882,9307174.44221
269,TU Munich,56394.5833333,91.396895659,1133180.39128,0.237285249065,21.6871351502,268886.99138
270,University of Waikato,40961.9166667,98.3220029237,1386495.75646,0.248356526301,24.4189111051,344345.269806
